time_internal,E_eV,x1,y1,z1,x2,y2,z2
3.2880000000000003,-0.8900681051215547,0.02666170860557861,0.10548514685406929,0.0,1.1733382913944195,-0.10548514685406929,0.0
3.29,-0.8900682390955574,0.027186964035138712,0.10545129834540637,0.0,1.1728130359648594,-0.10545129834540637,0.0
3.2920000000000003,-0.8900683776852779,0.027718691861553416,0.10541625830895189,0.0,1.1722813081384447,-0.10541625830895189,0.0
3.294,-0.8900685209503211,0.028256790341434107,0.10538004477540461,0.0,1.171743209658564,-0.10538004477540461,0.0
3.2960000000000003,-0.8900686689421261,0.02880115400372321,0.10534267648358198,0.0,1.171198845996275,-0.10534267648358198,0.0
3.298,-0.8900688217029676,0.029351673536737833,0.10530417290252889,0.0,1.1706483264632603,-0.10530417290252889,0.0
3.3000000000000003,-0.8900689792648916,0.029908235673113324,0.10526455425406984,0.0,1.1700917643268849,-0.10526455425406984,0.0
3.302,-0.8900691416485871,0.030470723072729564,0.105223841535791,0.0,1.1695292769272687,-0.105223841535791,0.0
3.3040000000000003,-0.8900693088621886,0.031039014203715742,0.10518205654443553,0.0,1.1689609857962826,-0.10518205654443553,0.0
3.306,-0.8900694809000087,0.03161298322164368,0.10513922189969387,0.0,1.1683870167783548,-0.10513922189969387,0.0
3.3080000000000003,-0.8900696577412043,0.032192499847034886,0.10509536106836652,0.0,1.1678075001529635,-0.10509536106836652,0.0
3.31,-0.8900698393483708,0.032777429241322896,0.10505049838887508,0.0,1.1672225707586754,-0.10505049838887508,0.0
3.3120000000000003,-0.8900700256660699,0.03336763188142989,0.1050046590960929,0.0,1.1666323681185684,-0.1050046590960929,0.0
3.314,-0.8900702166192916,0.03396296343313536,0.10495786934646385,0.0,1.1660370365668629,-0.10495786934646385,0.0
3.3160000000000003,-0.8900704121118507,0.03456327462343442,0.10491015624337358,0.0,1.1654367253765638,-0.10491015624337358,0.0
3.318,-0.8900706120247218,0.03516841111210469,0.10486154786273354,0.0,1.1648315888878935,-0.10486154786273354,0.0
3.3200000000000003,-0.8900708162143187,0.035778213362723105,0.104812073278734,0.0,1.164221786637275,-0.104812073278734,0.0
3.322,-0.8900710245107212,0.03639251651339802,0.10476176258971741,0.0,1.1636074834866001,-0.10476176258971741,0.0
3.3240000000000003,-0.8900712367158586,0.0370111502475071,0.10471064694411862,0.0,1.1629888497524912,-0.10471064694411862,0.0
3.326,-0.8900714526016555,0.03763393866475826,0.1046587585664136,0.0,1.16236606133524,-0.1046587585664136,0.0
3.3280000000000003,-0.8900716719081494,0.038260700152918894,0.10460613078301241,0.0,1.1617392998470795,-0.10460613078301241,0.0
3.33,-0.8900718943415935,0.038891247260588124,0.10455279804802689,0.0,1.1611087527394102,-0.10455279804802689,0.0
3.332,-0.8900721195725572,0.039525386571417576,0.1044987959688372,0.0,1.1604746134285806,-0.1044987959688372,0.0
3.334,-0.8900723472340366,0.040162918580218525,0.10444416133137525,0.0,1.1598370814197796,-0.10444416133137525,0.0
3.336,-0.8900725769195954,0.040803637571426625,0.10438893212503651,0.0,1.1591963624285715,-0.10438893212503651,0.0
3.338,-0.8900728081815542,0.041447331500430354,0.10433314756712453,0.0,1.1585526684995677,-0.10433314756712453,0.0
3.34,-0.8900730405292477,0.042093781878305335,0.10427684812672595,0.0,1.1579062181216928,-0.10427684812672595,0.0
3.342,-0.8900732734273784,0.04274276366053375,0.10422007554790602,0.0,1.1572572363394644,-0.10422007554790602,0.0
3.344,-0.8900735062944879,0.04339404514032629,0.1041628728721071,0.0,1.1566059548596719,-0.1041628728721071,0.0
3.346,-0.8900737385015789,0.0440473878472031,0.10410528445962522,0.0,1.155952612152795,-0.10410528445962522,0.0
3.348,-0.8900739693709182,0.04470254645152979,0.10404735601003148,0.0,1.1552974535484684,-0.10404735601003148,0.0
3.35,-0.8900741981750544,0.045359268675745065,0.1039891345813971,0.0,1.154640731324253,-0.1039891345813971,0.0
3.352,-0.8900744241360873,0.046017295213056926,0.10393066860817289,0.0,1.153982704786941,-0.10393066860817289,0.0
3.354,-0.8900746464252302,0.046676359654425036,0.10387200791756566,0.0,1.1533236403455729,-0.10387200791756566,0.0
3.356,-0.8900748641627031,0.04733618842468739,0.10381320374424567,0.0,1.1526638115753105,-0.10381320374424567,0.0
3.358,-0.8900750764180059,0.04799650072872916,0.10375430874321143,0.0,1.1520034992712687,-0.10375430874321143,0.0
3.36,-0.890075282210611,0.0486570085086306,0.10369537700062985,0.0,1.1513429914913673,-0.10369537700062985,0.0
3.362,-0.8900754805111291,0.04931741641276866,0.10363646404246214,0.0,1.1506825835872292,-0.10363646404246214,0.0
