x_bohr,V_Hartree,psi_0,psi_1,psi_2,psi_3
-3.216957605985037,4.030746763284406,0.08187088776981102,-0.0925413829701108,-0.12728411890004981,0.20333868029551222
-3.1870324189526182,3.79108118550978,0.0895910744691146,-0.1012071494422092,-0.1378585463701669,0.21884142887624056
-3.1571072319201994,3.560898047156441,0.09779388963446722,-0.11040580172731479,-0.14889818102111196,0.23483070269272496
-3.12718204488778,3.3399933320494974,0.10648320488393952,-0.12014025694199582,-0.16037889076225426,0.25124523622293216
-3.097256857855361,3.1281649486949683,0.11566011753935442,-0.13041022348710052,-0.17227123088672344,0.2680153502619246
-3.0673316708229423,2.9252127302797537,0.12532276911989365,-0.14121200198907305,-0.18454036613173397,0.2850630962778195
-3.0374064837905235,2.7309384346716516,0.13546618585178555,-0.1525383122724773,-0.1971460524360559,0.3023025149083625
-3.0074812967581046,2.5451457444193615,0.14608214436468786,-0.16437814992074215,-0.2100426817937527,0.3196400110044256
-2.9775561097256853,2.367640266752467,0.15715906548721204,-0.1767166756706174,-0.22317939271341142,0.33697484573738756
-2.9476309226932664,2.198229533581459,0.16868193873451756,-0.18953514050483294,-0.23650024782029863,0.35419974431139184
-2.9177057356608476,2.0367230014977187,0.1806322797047518,-0.20281084886271555,-0.24994447910325387,0.37120161579923244
-2.8877805486284287,1.882932051773517,0.19298812217442643,-0.21651716188735803,-0.2634468002287274,0.38786237959462255
-2.85785536159601,1.736669990362027,0.20572404621298485,-0.23062354207910185,-0.27693778424271254,0.40405989098752104
-2.8279301745635905,1.5977520478973133,0.21881124313229913,-0.24509564013856355,-0.2903443038799113,0.41966895646670543
-2.7980049875311717,1.4659953796943401,0.23221761755701875,-0.25989542416918476,-0.3035900306211922,0.4345624275773719
-2.768079800498753,1.3412190657489607,0.24590792635663228,-0.2749813507810163,-0.3165959876079321,0.4486123605514678
-2.738154613466334,1.2232441107379275,0.25984395363028145,-0.29030857700630913,-0.329281150557108,0.46169122752156444
-2.708229426433915,1.1118934440188866,0.27398472039145605,-0.30582921131578844,-0.34156308994459617,0.47367316395790116
-2.678304239401496,1.0069919196303794,0.2882867270722811,-0.3214926014243756,-0.35335864695477515,0.48443523606012684
